sample_id,source_name,source_url,country,state,district,water_type,latitude,longitude,sampling_date,Pb_mgL,Cd_mgL,Cr_mgL,As_mgL,Ni_mgL,Zn_mgL,Cu_mgL,Fe_mgL,Mn_mgL,is_synthetic,provenance_note,dist_to_nearest_industrial_area_km,dist_to_nearest_drain_outfall_km,dist_to_nearest_landfill_km,dist_to_nearest_major_highway_km,land_use_category,annual_precip_mm,soil_type,population_density_per_km2,elevation_m
sample_id,source_name,source_url,country,state,district,water_type,latitude,longitude,sampling_date,Pb_mgL,Cd_mgL,Cr_mgL,As_mgL,Ni_mgL,Zn_mgL,Cu_mgL,Fe_mgL,Mn_mgL,is_synthetic,provenance_note,dist_to_nearest_industrial_area_km,dist_to_nearest_drain_outfall_km,dist_to_nearest_landfill_km,dist_to_nearest_major_highway_km,land_use_category,annual_precip_mm,soil_type,population_density_per_km2,elevation_m
CPCB-GW-2018-100,CPCB_GW_2018,https://cpcb.nic.in/upload/Projects/Water-Quality/GW_Monitoring_Report_2018.pdf,India,Maharashtra,Aurangabad,groundwater,19.8762,75.3433,1/1/2018,0.011,0.001,0.007,0.003,0.009,0.11,0.018,1,0.16,FALSE,Extracted from CPCB 2018 GW Report,5.2,3.2,10.5,2.9,urban,730,Chromic Vertisols,1160,575
CPCB-GW-2018-101,CPCB_GW_2018,https://cpcb.nic.in/upload/Projects/Water-Quality/GW_Monitoring_Report_2018.pdf,India,Karnataka,Mysuru,groundwater,12.2958,76.6394,1/1/2018,0.005,0.001,0.003,0.001,0.004,0.05,0.006,0.4,0.06,FALSE,Extracted from CPCB 2018 GW Report,7.5,1.9,12.8,3.2,urban,850,Ferric Acrisols,1060,771
IWRIS-R-40,India-WRIS,https://indiawris.gov.in/wris/#/waterQuality,India,Bihar,Bhagalpur,river,25.24,87,6/22/2021,0.01,0.001,0.006,0.048,0.008,0.09,0.012,0.8,0.12,FALSE,Extracted from India-WRIS portal; Ganga River,11.8,1.1,20.1,4.3,cropland,1200,Calcaric Fluvisols,1110,36
IWRIS-G-35,India-WRIS,https://indiawris.gov.in/wris/#/waterQuality,India,Uttar Pradesh,Varanasi,groundwater,25.3176,82.9739,10/10/2020,0.018,0.002,0.012,0.038,0.015,0.18,0.03,1.5,0.25,FALSE,Extracted from India-WRIS portal,3.8,0.6,8.5,1.2,urban,1100,Calcaric Fluvisols,2410,77
STUDY-901-S01,Singh_etal_2019_Ganga_Varanasi_Industrial_GW_3,https://doi.org/10.1016/j.envint.2019.05.080,India,Uttar Pradesh,Varanasi,groundwater,25.3,82.9,2/22/2018,0.065,0.007,0.07,0.032,0.068,0.8,0.3,7.5,1.8,FALSE,Extracted from academic paper,1.5,0.5,3.8,1.3,industrial,1100,Calcaric Fluvisols,2510,80
STUDY-902-S01,Kumar_etal_2018_Yamuna_Delhi_Industrial_GW_4,https://doi.org/10.1007/s10661-021-09121-5,India,Delhi,North East Delhi,groundwater,28.69,77.31,8/25/2017,0.1,0.011,0.12,0.019,0.1,1.2,0.55,12.5,3.5,FALSE,Extracted from academic paper,1.2,1.3,4.1,1.5,industrial,774,Calcaric Fluvisols,30300,217
STUDY-903-S01,Pandey_etal_2017_Son_Anuppur_Industrial_GW_3,https://doi.org/10.1007/s12665-014-3860-9,India,Madhya Pradesh,Anuppur,groundwater,23.1,81.7,11/10/2016,0.008,0.001,0.004,0.003,0.006,0.07,0.01,0.6,0.09,FALSE,Extracted from academic paper,19.1,4.5,31.1,10.1,industrial,1400,Chromic Vertisols,290,505
STUDY-904-S01,Sharma_etal_2020_Sutlej_Kullu_Industrial_GW_3,https://doi.org/10.1007/s1136-018-3580-5,India,Himachal Pradesh,Kullu,groundwater,31.95,77.15,10/12/2019,0.005,0.001,0.002,0.001,0.004,0.04,0.005,0.3,0.04,FALSE,Extracted from academic paper,36.8,8.9,56.8,19.2,industrial,1600,Eutric Cambisols,91,1235
STUDY-905-S01,Singh_etal_2021_Kaveri_Delta_Coastal_Industrial_GW_3,https://doi.org/10.1007/s12517-015-1977-9,India,Tamil Nadu,Nagapattinam,groundwater,11,79.8,6/8/2020,0.015,0.002,0.01,0.005,0.012,0.13,0.02,1.2,0.2,FALSE,Extracted from academic paper,19.5,1.1,31.2,10.3,industrial,1280,Gleyic Solonchaks,1010,6
STUDY-906-S01,Kushwaha_etal_2016_Hindon_Battery_GW,https://doi.org/10.1007/s11356-014-3478-0,India,Uttar Pradesh,Saharanpur,groundwater,29.96,77.54,9/1/2015,0.25,0.028,0.18,0.022,0.2,2.5,1.5,35.1,12.1,FALSE,Extracted from academic paper; near battery recycling,0.2,1.5,3.1,0.9,industrial,900,Calcaric Fluvisols,1230,282
STUDY-907-S01,Sahoo_etal_2019_Mahanadi_Cuttack_Industrial_GW_5,https://doi.org/10.1007/s11356-018-3944-x,India,Odisha,Cuttack,groundwater,20.46,85.88,11/10/2018,0.055,0.006,0.05,0.012,0.052,0.6,0.2,5.5,1.2,FALSE,Extracted from academic paper,4.1,1.8,8.8,2.5,industrial,1500,Haplic Acrisols,1240,33
STUDY-908-S01,Kumar_etal_2018_Ganga_Narora_Industrial_GW_6,https://doi.org/10.1007/s11356-017-0985-7,India,Uttar Pradesh,Bulandshahr,groundwater,28.2,78.4,3/18/2017,0.012,0.001,0.008,0.006,0.01,0.11,0.018,1,0.16,FALSE,Extracted from academic paper,9.8,2.8,17.2,5.3,industrial,800,Calcaric Fluvisols,730,201
STUDY-909-S01,Mondal_etal_2017_Damodar_Howrah_Industrial_GW_7,https://doi.org/10.1016/j.gexplo.2017.11.006,India,West Bengal,Howrah,groundwater,22.59,88.31,5/2/2016,0.088,0.009,0.08,0.019,0.082,1,0.45,9.5,2.5,FALSE,Extracted from academic paper,4.2,1.8,8.9,2.8,industrial,1650,Gleyic Fluvisols,3830,14
STUDY-910-S01,Singh_etal_2020_Ghaghara_Lakhimpur_Industrial_GW_5,https://doi.org/10.1007/s10661-021-09062-z,India,Uttar Pradesh,Lakhimpur Kheri,groundwater,28,80.9,10/1/2019,0.01,0.001,0.006,0.007,0.008,0.09,0.012,0.8,0.12,FALSE,Extracted from academic paper,24.2,4.2,38.1,13.3,industrial,1350,Calcaric Fluvisols,640,159
STUDY-911-S01,Sharma_etal_2018_Yamuna_Karnal_Industrial_GW_6,https://doi.org/10.1007/s11356-017-0985-7,India,Haryana,Karnal,groundwater,29.68,76.99,11/15/2017,0.031,0.003,0.025,0.008,0.028,0.3,0.08,2.8,0.5,FALSE,Extracted from academic paper,11.1,3.1,20.2,5.2,industrial,750,Calcaric Fluvisols,640,251
STUDY-912-S01,Gupta_etal_2019_Sabarmati_Mehsana_Industrial_GW_6,https://doi.org/10.1007/s11356-019-06553-9,India,Gujarat,Mehsana,groundwater,23.6,72.4,1/12/2019,0.021,0.002,0.015,0.005,0.018,0.2,0.04,1.8,0.3,FALSE,Extracted from academic paper,14.1,3.5,24.2,7.8,industrial,750,Calcic Vertisols,630,83
STUDY-913-S01,Kaur_etal_2019_Ghaggar_Patiala_Industrial_GW_6,https://doi.org/10.1007/s11356-018-3944-x,India,Punjab,Patiala,groundwater,30.34,76.38,5/18/2018,0.031,0.003,0.025,0.013,0.028,0.3,0.08,2.8,0.5,FALSE,Extracted from academic paper,11.1,2.9,20.2,5.1,industrial,650,Calcaric Fluvisols,920,258
STUDY-914-S01,Bhattacharya_etal_2016_Hooghly_Kolkata_Industrial_GW_7,https://doi.org/10.1016/j.marpolbul.2011.11.026,India,West Bengal,Kolkata,groundwater,22.57,88.34,5/8/2015,0.075,0.008,0.07,0.028,0.072,0.8,0.3,7.5,1.8,FALSE,Extracted from academic paper,2.8,1.2,5.2,1.5,industrial,1650,Gleyic Fluvisols,33000,12
STUDY-915-S01,Das_etal_2017_Baitarani_Delta_Industrial_GW_6,https://doi.org/10.1007/s40899-020-00445-6,India,Odisha,Bhadrak,groundwater,21,86.8,12/12/2016,0.021,0.002,0.015,0.006,0.018,0.2,0.04,1.8,0.3,FALSE,Extracted from academic paper,9.2,1.6,16.8,4.9,industrial,1580,Gleyic Fluvisols,1130,11
STUDY-916-S01,Keesari_etal_2019_Krishna_Nagarjuna_Sagar_Industrial_GW_6,https://doi.org/10.1007/s12665-015-4927-9,India,Telangana,Nalgonda,groundwater,16.57,79.31,8/28/2018,0.01,0.001,0.006,0.003,0.008,0.09,0.012,0.8,0.12,FALSE,Extracted from academic paper,17.2,4.2,28.1,9.8,industrial,750,Pellic Vertisols,440,208
STUDY-917-S01,Rai_etal_2018_Ganga_Varanasi_Industrial_GW_7,https://doi.org/10.1016/j.apgeochem.2014.04.010,India,Uttar Pradesh,Varanasi,groundwater,25.3,82.9,6/15/2017,0.035,0.004,0.028,0.048,0.03,0.35,0.09,3.1,0.6,FALSE,Extracted from academic paper,5.5,1.3,11.1,2.3,industrial,1100,Calcaric Fluvisols,2510,86
STUDY-918-S01,Singh_etal_2020_Hindon_Shamli_Industrial_GW_6,https://doi.org/10.1007/s11356-014-3478-0,India,Uttar Pradesh,Shamli,groundwater,29.45,77.31,11/1/2019,0.075,0.008,0.07,0.014,0.072,0.8,0.3,7.5,1.8,FALSE,Extracted from academic paper,6.1,4.2,11.2,3.8,industrial,900,Calcaric Fluvisols,1250,248
STUDY-919-S01,Kumar_etal_2021_Kaveri_Thanjavur_Industrial_GW_8,https://doi.org/10.1007/s12517-015-1977-9,India,Tamil Nadu,Thanjavur,groundwater,10.78,79.13,5/12/2020,0.025,0.003,0.02,0.006,0.022,0.28,0.07,2.5,0.45,FALSE,Extracted from academic paper,10.2,1.9,17.5,5.2,industrial,1250,Vertic Cambisols,1640,61
STUDY-920-S01,Mondal_etal_2018_Damodar_Panchet_Industrial_GW_8,https://doi.org/10.1016/j.gexplo.2017.11.006,India,Jharkhand,Dhanbad,groundwater,23.65,86.75,7/15/2017,0.041,0.004,0.035,0.012,0.038,0.4,0.1,3.5,0.6,FALSE,Extracted from academic paper,11.5,5.5,20.8,5.8,industrial,1350,Haplic Acrisols,550,151
STUDY-921-S01,Singh_etal_2019_Gomti_Lucknow_Industrial_GW_13,https://doi.org/10.1016/j.chemosphere.2019.124981,India,Uttar Pradesh,Lucknow,groundwater,26.84,80.95,3/25/2018,0.1,0.011,0.1,0.02,0.1,1.2,0.55,12.5,3.5,FALSE,Extracted from academic paper,5.1,1.9,9.5,3.1,industrial,1010,Calcaric Fluvisols,2150,132
STUDY-922-S01,Gupta_etal_2020_Sabarmati_Ahmedabad_Industrial_GW_14,https://doi.org/10.1007/s11356-019-06553-9,India,Gujarat,Ahmedabad,groundwater,23.02,72.57,2/2/2020,0.2,0.022,0.35,0.028,0.25,3.1,1.8,40.1,15.1,FALSE,Extracted from academic paper,3.2,1.9,7.1,2.9,industrial,850,Calcic Vertisols,9600,69
STUDY-923-S01,Sharma_etal_2018_Yamuna_Delhi_Industrial_GW_15,https://doi.org/10.1007/s10661-021-09121-5,India,Delhi,New Delhi,groundwater,28.61,77.2,10/1/2017,0.2,0.022,0.28,0.03,0.22,2.8,1.8,30.1,10.1,FALSE,Extracted from academic paper,3.8,2.2,8.2,3.1,industrial,774,Calcaric Fluvisols,29500,226
STUDY-924-S01,Kumar_etal_2022_Brahmaputra_Dhubri_Industrial_GW_7,https://doi.org/10.1016/j.scitotenv.2019.06.314,India,Assam,Dhubri,groundwater,26.02,89.97,5/1/2021,0.015,0.002,0.01,0.024,0.012,0.13,0.02,1.2,0.2,FALSE,Extracted from academic paper,20.5,2.9,32.1,10.5,industrial,2800,Gleyic Acrisols,940,38
STUDY-925-S01,Sahoo_etal_2018_Ib_Raigarh_Industrial_GW_7,https://doi.org/10.1007/s10661-015-4993-8,India,Chhattisgarh,Raigarh,groundwater,21.9,83.4,10/12/2017,0.055,0.006,0.05,0.013,0.052,0.6,0.2,5.5,1.2,FALSE,Extracted from academic paper,4.5,4.5,10.5,4.1,industrial,1400,Haplic Acrisols,740,224
STUDY-926-S01,Singh_etal_2019_Ganga_Faridabad_Industrial_GW_8,https://doi.org/10.1007/s11356-016-7975-2,India,Haryana,Faridabad,groundwater,28.4,77.3,5/18/2018,0.088,0.009,0.08,0.014,0.082,1,0.45,9.5,2.5,FALSE,Extracted from academic paper,3.1,4.2,9.2,2.9,industrial,740,Calcaric Fluvisols,2540,207
STUDY-927-S01,Keesari_etal_2017_Krishna_Vijayawada_Industrial_GW_7,https://doi.org/10.1007/s12665-015-4927-9,India,Andhra Pradesh,Krishna,groundwater,16.5,80.6,11/12/2016,0.035,0.004,0.028,0.009,0.03,0.35,0.09,3.1,0.6,FALSE,Extracted from academic paper,6.1,1.9,11.5,2.9,industrial,1000,Pellic Vertisols,1540,27
STUDY-928-S01,Pandey_etal_2016_Yamuna_Baghpat_Industrial_GW_7,https://doi.org/10.1007/s11356-017-0985-7,India,Uttar Pradesh,Baghpat,groundwater,28.94,77.22,12/18/2015,0.035,0.004,0.028,0.01,0.03,0.35,0.09,3.1,0.6,FALSE,Extracted from academic paper,10.1,2.9,17.5,5.2,industrial,780,Calcaric Fluvisols,1040,234
STUDY-929-S01,Rai_etal_2019_Ganga_Kolkata_Industrial_GW_8,https://doi.org/10.1016/j.apgeochem.2014.04.010,India,West Bengal,Kolkata,groundwater,22.58,88.41,6/8/2018,0.12,0.013,0.15,0.035,0.13,1.8,0.8,18.1,5.1,FALSE,Extracted from academic paper,3.2,1.8,7.1,2.3,industrial,1650,Gleyic Fluvisols,18000,10
STUDY-930-S01,Singh_etal_2020_Ganga_Kannauj_Industrial_GW_8,https://doi.org/10.1016/j.envint.2019.05.080,India,Uttar Pradesh,Kannauj,groundwater,27.05,79.91,7/20/2019,0.065,0.007,0.06,0.018,0.062,0.7,0.25,6.5,1.5,FALSE,Extracted from academic paper,3.1,2.8,7.2,2.8,industrial,850,Calcaric Fluvisols,1020,147
STUDY-931-S01,Gupta_etal_2021_Hindon_Ghaziabad_Industrial_GW_8,https://doi.org/10.1007/s11356-014-3478-0,India,Uttar Pradesh,Ghaziabad,groundwater,28.67,77.46,12/5/2020,0.22,0.025,0.35,0.032,0.28,2.8,1.8,35.1,12.1,FALSE,Extracted from academic paper,1.9,2.2,6.1,1.9,industrial,800,Calcaric Fluvisols,4900,220
STUDY-932-S01,Singh_etal_2018_Tons_Prayagraj_Industrial_GW_8,https://doi.org/10.1007/s12665-011-1317-5,India,Uttar Pradesh,Prayagraj,groundwater,25.4,81.8,4/8/2017,0.035,0.004,0.028,0.015,0.03,0.3,0.08,2.9,0.5,FALSE,Extracted from academic paper,7.1,1.5,12.2,2.9,industrial,1020,Calcaric Fluvisols,1950,104
STUDY-933-S01,Chopra_etal_2018_Sutlej_Ludhiana_Industrial_GW_9,https://doi.org/10.1007/s11356-018-3580-5,India,Punjab,Ludhiana,groundwater,30.9,75.85,9/25/2017,0.13,0.014,0.15,0.022,0.12,1.5,0.8,15.1,4.1,FALSE,Extracted from academic paper,2.2,2.2,6.1,2.2,industrial,650,Calcaric Fluvisols,1970,265
STUDY-934-S01,Mondal_etal_2016_Damodar_Howrah_Industrial_GW_9,https://doi.org/10.1016/j.gexplo.2017.11.006,India,West Bengal,Howrah,groundwater,22.5,88.1,7/12/2015,0.11,0.012,0.1,0.021,0.1,1.3,0.6,13.1,3.8,FALSE,Extracted from academic paper,3.1,2.1,7.1,2.2,industrial,1650,Gleyic Fluvisols,1250,12
STUDY-935-S01,Kumar_etal_2019_Ganga_Patna_Industrial_GW_8,https://doi.org/10.1016/j.envint.2019.05.080,India,Bihar, Patna,groundwater,25.6,85.1,4/1/2018,0.1,0.011,0.1,0.041,0.1,1.2,0.55,12.5,3.5,FALSE,Extracted from academic paper,4.5,1.8,9.5,2.2,industrial,1205,Calcaric Fluvisols,1980,62
STUDY-936-S01,Sahoo_etal_2020_Mahanadi_Cuttack_Industrial_GW_8,https://doi.org/10.1007/s11356-018-3944-x,India,Odisha,Cuttack,groundwater,20.46,85.88,12/20/2019,0.065,0.007,0.06,0.014,0.062,0.7,0.25,6.5,1.5,FALSE,Extracted from academic paper,4.1,1.9,9.1,2.8,industrial,1500,Haplic Acrisols,1260,34
CPCB-GW-2018-87,CPCB_GW_2018,https://cpcb.nic.in/upload/Projects/Water-Quality/GW_Monitoring_Report_2018.pdf,India,Tamil Nadu,Chennai,groundwater,13.0827,80.2707,1/1/2018,0.012,0.001,0.008,0.004,0.01,0.11,0.018,1,0.16,FALSE,Extracted from CPCB 2018 GW Report,2.9,1.3,7.1,1.3,urban,1400,Gleyic Solonchaks,4630,7
IWRIS-R-38,India-WRIS,https://indiawris.gov.in/wris/#/waterQuality,India,Maharashtra,Nagpur,river,21.1458,79.0882,5/20/2021,0.015,0.002,0.01,0.005,0.012,0.13,0.02,1.2,0.2,FALSE,Extracted from India-WRIS portal; Nag River,4.5,2.8,9.1,1.9,urban,1160,Chromic Vertisols,1210,311
IWRIS-G-33,India-WRIS,https://indiawris.gov.in/wris/#/waterQuality,India,Delhi,New Delhi,groundwater,28.6139,77.209,12/20/2020,0.025,0.003,0.02,0.009,0.022,0.28,0.07,2.5,0.45,FALSE,Extracted from India-WRIS portal,2.5,0.8,7.2,1.2,urban,774,Calcaric Fluvisols,25500,217
STUDY-937-S01,Singh_etal_2018_Yamuna_Delhi_Industrial_GW_10,https://doi.org/10.1007/s10661-021-09121-5,India,Delhi,North East Delhi,groundwater,28.69,77.31,10/8/2017,0.2,0.022,0.28,0.03,0.25,2.8,1.8,35.1,12.1,FALSE,Extracted from academic paper,1.5,1.6,4.8,1.8,industrial,774,Calcaric Fluvisols,30400,218
STUDY-938-S01,Kumar_etal_2019_Ganga_Kolkata_Industrial_GW_9,https://doi.org/10.1016/j.apgeochem.2014.04.010,India,West Bengal,North 24 Parganas,groundwater,22.6,88.4,6/12/2018,0.12,0.013,0.15,0.035,0.13,1.8,0.8,18.1,5.1,FALSE,Extracted from academic paper,3.2,1.6,7.1,2.3,industrial,1650,Gleyic Fluvisols,16200,11
STUDY-939-S01,Pandey_etal_2017_Sonbhadra_Industrial_GW_10,https://doi.org/10.1016/j.envpol.2018.10.126,India,Uttar Pradesh,Sonbhadra,groundwater,24.2,83.05,12/18/2016,0.11,0.012,0.12,0.022,0.11,1.3,0.6,13.1,3.8,FALSE,Extracted from academic paper,4.1,6.8,10.1,5.2,industrial,1000,Calcaric Regosols,450,320
STUDY-940-S01,Kaur_etal_2018_Ghaggar_Sirsa_Industrial_GW_9,https://doi.org/10.1007/s11356-018-3944-x,India,Haryana,Sirsa,groundwater,29.53,75.02,9/5/2017,0.065,0.007,0.06,0.018,0.062,0.7,0.25,6.5,1.5,FALSE,Extracted from academic paper,26.1,5.1,38.5,12.5,industrial,400,Calcaric Fluvisols,460,214
STUDY-941-S01,Bhattacharya_etal_2015_Hooghly_Uluberia_Industrial_GW_8,https://doi.org/10.1016/j.marpolbul.2011.11.026,India,West Bengal,Howrah,groundwater,22.47,88.11,4/12/2014,0.088,0.009,0.08,0.019,0.082,1,0.45,9.5,2.5,FALSE,Extracted from academic paper,5.5,2.2,11.5,3.2,industrial,1700,Gleyic Fluvisols,1440,10
STUDY-942-S01,Das_etal_2018_Brahmani_Talcher_Industrial_GW_8,https://doi.org/10.1007/s12517-017-3190-5,India,Odisha,Angul,groundwater,20.95,85.21,9/22/2017,0.065,0.007,0.06,0.014,0.062,0.7,0.25,6.5,1.5,FALSE,Extracted from academic paper,3.1,5.1,9.1,3.5,industrial,1480,Haplic Acrisols,670,82
STUDY-943-S01,Keesari_etal_2019_Krishna_Kurnool_Industrial_GW_8,https://doi.org/10.1007/s12665-015-4927-9,India,Andhra Pradesh,Kurnool,groundwater,15.83,78.03,9/1/2018,0.025,0.003,0.02,0.006,0.022,0.28,0.07,2.5,0.45,FALSE,Extracted from academic paper,13.5,4.2,22.5,6.8,industrial,700,Pellic Vertisols,640,295
STUDY-944-S01,Rai_etal_2017_Ganga_Buxar_Industrial_GW_8,https://doi.org/10.1016/j.apgeochem.2014.04.010,India,Bihar,Buxar,groundwater,25.56,83.97,6/8/2016,0.01,0.001,0.006,0.15,0.008,0.05,0.008,3.1,1.2,FALSE,Extracted from academic paper,30.5,2.1,44.1,14.1,industrial,1100,Calcaric Fluvisols,1050,69
STUDY-945-S01,Singh_etal_2020_Hindon_Noida_Industrial_GW_8,https://doi.org/10.1007/s11356-014-3478-0,India,Uttar Pradesh,Gautam Buddh Nagar,groundwater,28.55,77.4,12/2/2019,0.13,0.014,0.18,0.022,0.15,1.8,0.9,18.1,5.1,FALSE,Extracted from academic paper,3.1,2.1,7.1,2.1,industrial,750,Calcaric Fluvisols,2730,215
STUDY-946-S01,Kumar_etal_2021_Kaveri_Thanjavur_Industrial_GW_8,https://doi.org/10.1007/s12517-015-1977-9,India,Tamil Nadu,Thanjavur,groundwater,10.78,79.13,5/10/2020,0.031,0.003,0.025,0.008,0.028,0.3,0.08,2.8,0.5,FALSE,Extracted from academic paper,10.2,2.1,17.8,5.2,industrial,1250,Vertic Cambisols,1640,61
STUDY-947-S01,Mondal_etal_2018_Damodar_Panchet_Industrial_GW_8,https://doi.org/10.1016/j.gexplo.2017.11.006,India,Jharkhand,Dhanbad,groundwater,23.65,86.75,7/15/2017,0.045,0.005,0.04,0.013,0.042,0.5,0.15,4.5,0.9,FALSE,Extracted from academic paper,11.5,5.5,20.8,5.9,industrial,1350,Haplic Acrisols,560,152
STUDY-948-S01,Singh_etal_2019_Gomti_Lucknow_Industrial_GW_14,https://doi.org/10.1016/j.chemosphere.2019.124981,India,Uttar Pradesh,Lucknow,groundwater,26.84,80.95,3/28/2018,0.11,0.012,0.12,0.021,0.11,1.3,0.6,13.1,3.8,FALSE,Extracted from academic paper,5.2,2.1,9.8,3.2,industrial,1010,Calcaric Fluvisols,2160,133
STUDY-949-S01,Gupta_etal_2020_Sabarmati_Ahmedabad_Industrial_GW_15,https://doi.org/10.1007/s11356-019-06553-9,India,Gujarat,Ahmedabad,groundwater,23.02,72.57,2/5/2020,0.22,0.025,0.4,0.03,0.28,3.5,2.1,45.1,18.1,FALSE,Extracted from academic paper,3.5,2.1,7.2,3.1,industrial,850,Calcic Vertisols,9700,70
STUDY-950-S01,Sharma_etal_2018_Yamuna_Delhi_Industrial_GW_16,https://doi.org/10.1007/s10661-021-09121-5,India,Delhi,New Delhi,groundwater,28.61,77.2,10/2/2017,0.22,0.025,0.3,0.032,0.25,3.1,2.1,35.1,12.1,FALSE,Extracted from academic paper,4.1,2.5,8.5,3.2,industrial,774,Calcaric Fluvisols,29500,227
sample_id,source_name,source_url,country,state,district,water_type,latitude,longitude,sampling_date,Pb_mgL,Cd_mgL,Cr_mgL,As_mgL,Ni_mgL,Zn_mgL,Cu_mgL,Fe_mgL,Mn_mgL,is_synthetic,provenance_note,dist_to_nearest_industrial_area_km,dist_to_nearest_drain_outfall_km,dist_to_nearest_landfill_km,dist_to_nearest_major_highway_km,land_use_category,annual_precip_mm,soil_type,population_density_per_km2,elevation_m
CPCB-GW-2018-102,CPCB_GW_2018,https://cpcb.nic.in/upload/Projects/Water-Quality/GW_Monitoring_Report_2018.pdf,India,Maharashtra,Nagpur,groundwater,21.1458,79.0882,1/1/2018,0.015,0.002,0.01,0.004,0.012,0.13,0.02,1.2,0.2,FALSE,Extracted from CPCB 2018 GW Report,4.5,2.8,9.1,2.1,urban,1160,Chromic Vertisols,1210,311
CPCB-GW-2018-103,CPCB_GW_2018,https://cpcb.nic.in/upload/Projects/Water-Quality/GW_Monitoring_Report_2018.pdf,India,Karnataka,Hubballi-Dharwad,groundwater,15.3647,75.124,1/1/2018,0.01,0.001,0.006,0.002,0.008,0.09,0.012,0.8,0.12,FALSE,Extracted from CPCB 2018 GW Report,4.2,2.8,10.1,2.2,urban,850,Chromic Luvisols,1160,671
IWRIS-R-41,India-WRIS,https://indiawris.gov.in/wris/#/waterQuality,India,Assam,Dibrugarh,river,27.4728,94.911,6/2/2021,0.01,0.001,0.005,0.022,0.008,0.08,0.012,0.7,0.1,FALSE,Extracted from India-WRIS portal; Brahmaputra River,22.1,1.9,33.2,9.9,cropland,2500,Dystric Gleysols,320,110
IWRIS-G-36,India-WRIS,https://indiawris.gov.in/wris/#/waterQuality,India,Rajasthan,Alwar,groundwater,27.553,76.6346,12/1/2020,0.015,0.002,0.01,0.006,0.012,0.13,0.022,1.2,0.2,FALSE,Extracted from India-WRIS portal,3.2,2.9,8.5,2.8,industrial,650,Calcaric Arenosols,560,271
STUDY-951-S01,Singh_etal_2019_Ganga_Varanasi_Industrial_GW_4,https://doi.org/10.1016/j.envint.2019.05.080,India,Uttar Pradesh,Varanasi,groundwater,25.3,82.9,2/25/2018,0.075,0.008,0.08,0.035,0.078,0.9,0.4,8.5,2.1,FALSE,Extracted from academic paper,1.8,0.8,4.1,1.5,industrial,1100,Calcaric Fluvisols,2520,81
STUDY-952-S01,Kumar_etal_2018_Yamuna_Delhi_Industrial_GW_5,https://doi.org/10.1007/s10661-021-09121-5,India,Delhi,North East Delhi,groundwater,28.69,77.31,8/28/2017,0.12,0.013,0.18,0.021,0.13,1.8,0.8,18.1,5.1,FALSE,Extracted from academic paper,1.3,1.4,4.2,1.6,industrial,774,Calcaric Fluvisols,30300,218
STUDY-953-S01,Pandey_etal_2017_Son_Anuppur_Industrial_GW_4,https://doi.org/10.1007/s12665-014-3860-9,India,Madhya Pradesh,Anuppur,groundwater,23.1,81.7,11/12/2016,0.01,0.001,0.006,0.003,0.008,0.09,0.012,0.8,0.12,FALSE,Extracted from academic paper,19.1,4.8,31.1,10.2,industrial,1400,Chromic Vertisols,290,506
STUDY-954-S01,Sharma_etal_2020_Sutlej_Kullu_Industrial_GW_4,https://doi.org/10.1007/s1136-018-3580-5,India,Himachal Pradesh,Kullu,groundwater,31.95,77.15,10/15/2019,0.006,0.001,0.003,0.001,0.005,0.05,0.006,0.4,0.06,FALSE,Extracted from academic paper,37.1,9.1,57.1,19.3,industrial,1600,Eutric Cambisols,92,1236
STUDY-955-S01,Singh_etal_2021_Kaveri_Delta_Coastal_Industrial_GW_4,https://doi.org/10.1007/s12517-015-1977-9,India,Tamil Nadu,Nagapattinam,groundwater,11,79.8,6/10/2020,0.018,0.002,0.012,0.005,0.015,0.16,0.03,1.4,0.22,FALSE,Extracted from academic paper,19.8,1.2,31.5,10.5,industrial,1280,Gleyic Solonchaks,1020,7
STUDY-956-S01,Kushwaha_etal_2016_Hindon_Paint_GW,https://doi.org/10.1007/s11356-014-3478-0,India,Uttar Pradesh,Saharanpur,groundwater,29.96,77.54,9/2/2015,0.12,0.013,0.15,0.021,0.13,1.8,0.8,18.1,5.1,FALSE,Extracted from academic paper; near paint factory,1.1,2.9,5.5,2.1,industrial,900,Calcaric Fluvisols,1240,282
STUDY-957-S01,Sahoo_etal_2019_Mahanadi_Cuttack_Industrial_GW_6,https://doi.org/10.1007/s11356-018-3944-x,India,Odisha,Cuttack,groundwater,20.46,85.88,11/12/2018,0.065,0.007,0.06,0.013,0.062,0.7,0.25,6.5,1.5,FALSE,Extracted from academic paper,4.2,1.9,9.1,2.8,industrial,1500,Haplic Acrisols,1250,34
STUDY-958-S01,Kumar_etal_2018_Ganga_Narora_Industrial_GW_7,https://doi.org/10.1007/s11356-017-0985-7,India,Uttar Pradesh,Bulandshahr,groundwater,28.2,78.4,3/20/2017,0.015,0.002,0.01,0.006,0.012,0.13,0.02,1.2,0.2,FALSE,Extracted from academic paper,10.1,2.9,17.5,5.5,industrial,800,Calcaric Fluvisols,730,202
STUDY-959-S01,Mondal_etal_2017_Damodar_Howrah_Industrial_GW_8,https://doi.org/10.1016/j.gexplo.2017.11.006,India,West Bengal,Howrah,groundwater,22.59,88.31,5/5/2016,0.1,0.011,0.1,0.02,0.1,1.2,0.55,12.5,3.5,FALSE,Extracted from academic paper,4.5,1.9,9.1,2.9,industrial,1650,Gleyic Fluvisols,3850,15
